788.83,787.24,784.61,782.96,781.26,777.80,771.76,765.57,762.30,759.92,757.71,755.95,754.05,751.92,750.07,749.07,748.42,747.68,746.98,746.96,749.07,751.99,754.94,757.09,757.41,757.82,758.77,760.40,763.07,767.17,768.71,767.36,764.38,762.91,764.59,767.11,769.32,770.71,771.85,770.64,766.97,761.28,755.94,751.47,747.70,744.31,740.91,737.41,734.01,729.96,726.78,732.22,738.29,741.69,741.95,740.14,736.89,731.92,727.72,728.23,735.64,741.62,745.03,746.06,746.31,747.20,749.09,751.82,755.12,758.81,760.59,760.31,759.02,761.29,760.88,758.79,755.95,753.23,751.38,749.78,747.11,742.05,736.99,732.76,727.83,720.59,709.66,699.96,692.09,685.27,677.99,670.04,662.28,655.43,650.26,647.02,643.99,641.98,641.24,641.10,641.45,642.72,644.75,647.36,650.61,653.26,654.85,655.10,654.38,653.91,653.43,652.95,652.85,653.33,653.91,654.33,654.44,654.25,653.32,651.37,648.61,646.02,644.04,642.28,640.53,638.66,636.94,634.70,631.81,628.20,624.00,620.80,618.08,615.31,611.90,608.32,604.93,601.64,598.39,595.56,592.69,589.79,586.79,583.42,579.93,576.55,573.34,570.52,568.88,567.67,566.59,565.60,564.80,564.73,564.02,562.49,560.77,559.97,559.45,558.84,557.91,556.76,555.62,554.50,553.41,552.45,551.71,551.02,550.50,550.60,552.17,554.02,555.81,557.58,559.87,563.72,568.61,574.67,582.52,589.27,594.75,599.50,604.00,608.61,613.22,616.57,618.02,617.97,616.89,615.36,613.61,611.73,609.98,608.50,607.20,606.03,605.00,603.62,601.54,598.93,596.51,594.75,593.47,592.58,592.17,592.24,593.06,594.85,597.63,600.80,604.28,609.53,616.44,624.13,630.47,635.15,638.87,642.13,645.41,649.27,653.89,659.40,666.09,673.98,681.63,688.59,694.69,700.33,705.76,710.67,714.51,716.31,715.99,714.54,712.56,710.46,709.01,708.86,709.40,710.18,711.11,712.01,713.66,716.38,719.96,722.55,723.87,724.22,723.99,724.03,724.95,726.28,727.40,727.03,724.01,718.72
789.29,786.61,783.31,780.67,777.86,774.16,769.65,766.81,765.88,765.41,764.70,763.30,761.12,758.00,754.83,752.55,750.88,749.11,747.37,746.14,746.49,748.76,751.20,752.74,752.55,752.71,753.48,755.00,757.64,761.59,762.99,762.16,760.02,758.44,759.84,761.75,763.22,764.00,765.15,765.10,763.39,759.94,755.62,751.42,747.58,743.84,739.72,735.89,732.11,728.69,727.69,734.62,740.50,743.63,743.93,741.89,738.18,732.70,728.55,730.22,738.29,744.91,748.95,750.50,751.02,751.73,753.09,755.29,758.70,763.11,765.37,765.34,763.92,764.77,763.31,760.76,757.90,755.08,753.05,751.39,748.80,743.81,738.47,734.10,729.45,723.09,713.64,704.60,697.35,691.29,684.74,677.51,669.65,661.68,654.40,649.48,644.63,641.00,639.01,637.99,637.52,637.96,639.17,641.11,643.88,646.10,647.36,647.48,646.89,646.58,646.25,646.01,646.43,647.14,647.67,647.93,647.88,647.58,646.55,644.77,642.45,640.31,638.63,637.07,635.39,633.46,631.66,629.44,626.63,623.21,619.74,616.99,614.49,611.81,608.54,605.09,601.43,597.67,594.14,591.72,589.44,587.16,584.76,581.86,578.60,575.27,572.11,569.54,568.09,566.86,565.69,564.59,563.59,563.34,562.71,561.40,559.75,558.82,558.50,558.30,557.72,556.72,555.53,554.29,553.08,551.98,551.08,550.33,549.83,549.91,550.93,552.43,554.40,556.88,559.51,563.97,569.03,574.47,580.91,587.12,592.51,597.20,601.34,605.32,609.10,611.79,612.98,613.06,612.29,611.00,609.35,607.48,605.78,604.22,602.51,600.54,598.73,596.99,594.88,592.48,590.38,589.35,588.72,588.51,589.10,590.90,593.42,596.76,600.85,604.83,608.44,613.88,620.96,628.38,634.67,639.17,642.73,646.13,650.17,655.03,660.71,667.22,674.51,681.54,687.12,691.94,697.11,703.19,708.90,714.06,718.34,720.94,720.95,719.52,717.44,715.46,714.66,714.84,715.44,716.08,716.61,717.22,718.70,721.20,724.17,726.36,727.67,728.27,728.25,728.29,729.18,730.49,731.66,731.59,728.65,722.97
787.27,783.72,780.15,776.29,772.28,768.96,767.71,770.56,772.19,772.81,772.70,771.71,769.89,766.57,762.42,758.37,755.18,752.17,749.43,746.97,744.76,746.00,747.63,748.38,747.94,747.67,747.90,749.09,751.83,755.97,757.59,757.32,756.04,755.08,755.72,756.26,756.46,756.61,757.30,757.77,757.91,757.36,755.14,751.94,748.35,744.26,739.31,735.11,730.71,728.12,730.02,737.80,743.02,745.57,745.54,742.45,737.76,732.25,729.06,732.20,739.81,746.84,751.71,754.08,755.23,756.47,757.52,758.99,762.46,767.60,769.87,770.06,769.27,767.86,764.70,761.03,757.42,754.19,752.07,750.41,748.01,743.60,738.53,734.03,729.47,723.95,716.35,708.83,702.50,696.91,690.75,684.88,678.10,669.89,660.61,653.61,647.55,642.49,638.66,636.30,634.62,633.89,633.95,634.74,636.13,637.45,638.52,639.19,639.24,638.88,638.09,637.47,638.22,639.10,639.45,639.46,639.32,638.94,638.13,637.06,635.73,634.04,632.63,631.30,629.80,627.96,626.37,624.17,621.39,618.32,615.81,613.39,610.97,608.37,605.29,601.79,597.59,593.30,589.79,587.96,586.32,584.49,582.34,579.76,576.68,573.51,570.67,568.69,567.28,565.99,564.79,563.66,562.48,562.01,561.49,560.56,559.19,557.97,557.51,557.47,557.29,556.55,555.47,554.26,553.05,551.89,550.77,549.92,549.41,549.34,549.75,550.85,553.04,556.44,559.77,564.94,570.26,575.19,580.10,585.25,590.33,594.86,598.42,602.09,605.41,607.62,608.46,608.65,608.02,606.85,605.26,603.27,601.45,599.64,597.40,594.51,591.62,589.61,588.01,586.62,585.52,585.59,585.82,586.42,588.27,592.03,596.56,601.10,605.43,609.67,613.39,618.71,625.31,631.79,638.13,642.74,646.58,650.78,656.50,662.68,669.32,676.54,684.25,689.58,693.36,696.70,700.75,706.55,711.90,716.83,721.26,724.47,724.97,723.69,721.54,719.57,719.19,719.68,720.44,721.13,721.58,722.23,723.48,725.39,727.75,729.68,731.04,731.86,732.16,732.70,733.68,734.95,736.16,736.25,733.37,727.34
783.46,779.50,775.14,771.32,769.67,769.99,772.25,775.84,777.68,778.40,778.44,777.97,776.99,774.49,770.32,764.54,759.10,755.13,751.78,748.66,745.80,744.46,744.42,744.81,744.44,743.84,743.38,743.93,746.29,750.04,751.63,751.82,751.37,751.11,750.99,750.84,750.79,751.04,751.73,752.41,753.10,753.65,753.41,751.81,748.44,743.74,738.53,733.78,729.67,728.84,733.74,742.47,747.02,748.07,746.21,741.62,736.57,731.89,730.10,734.33,741.47,747.92,752.65,755.55,757.95,760.13,761.29,762.25,765.05,769.11,771.07,771.21,769.89,767.05,762.63,758.01,753.86,750.51,748.34,746.45,744.08,740.47,736.13,731.99,727.67,722.72,716.75,711.28,706.76,702.48,696.99,692.07,686.97,679.57,668.74,659.16,652.55,647.10,642.29,638.65,635.11,632.13,630.15,629.76,630.25,630.59,630.82,630.92,630.39,629.75,629.05,628.72,629.64,630.52,630.88,630.71,630.14,629.93,629.70,628.95,627.69,626.60,625.41,624.20,623.03,621.99,621.10,619.39,617.03,614.32,611.93,609.66,607.34,604.85,601.84,597.70,593.43,589.66,586.86,584.84,583.21,581.42,579.13,576.05,573.23,570.92,568.97,567.25,565.80,564.60,563.63,562.76,561.49,560.71,560.22,559.67,558.57,557.31,556.63,556.39,556.34,556.03,555.42,554.49,553.26,552.11,550.99,549.99,549.15,548.66,548.95,549.71,551.35,554.56,559.66,565.50,571.12,576.24,580.87,584.94,588.74,592.32,595.67,598.90,601.92,604.01,604.87,605.06,604.24,602.95,601.05,597.96,595.02,592.76,590.76,588.69,586.62,584.88,583.44,582.32,581.73,581.78,583.57,586.61,590.47,595.56,601.13,606.18,610.37,614.13,618.38,623.87,629.96,635.41,640.94,645.77,651.37,658.95,667.69,674.54,680.72,686.71,692.12,695.68,699.79,704.08,707.61,711.30,715.43,719.68,723.86,727.60,728.37,727.51,725.72,723.47,722.63,723.38,724.53,725.28,726.18,727.15,728.24,729.47,730.89,732.38,733.72,734.77,735.54,736.76,737.77,738.70,739.50,739.62,737.32,731.84
780.80,776.44,771.74,768.87,769.75,773.09,777.60,780.93,782.28,782.70,782.68,782.42,781.80,779.94,776.15,769.67,762.22,757.24,753.35,749.75,746.41,744.00,743.35,743.58,743.05,742.04,741.14,741.01,742.24,744.69,745.81,746.08,746.01,746.05,745.50,745.07,744.98,745.35,746.11,746.96,747.93,749.02,749.89,749.43,746.50,741.75,736.56,731.75,729.56,731.37,738.07,746.47,750.03,749.88,746.75,741.10,736.11,732.69,732.40,737.13,743.35,748.90,753.17,756.25,759.44,763.05,764.81,765.30,766.92,769.95,771.55,771.40,769.28,765.13,759.68,754.50,750.20,746.83,744.36,742.03,739.49,736.46,732.97,729.37,725.50,721.30,717.21,714.04,711.50,708.54,703.48,698.44,693.88,687.43,677.07,665.68,657.97,651.97,646.72,642.15,637.74,633.28,629.52,627.63,626.91,625.82,624.72,623.83,622.56,621.34,620.50,620.23,620.76,621.34,621.60,621.40,620.80,620.72,620.80,620.36,619.44,618.91,618.13,617.31,616.68,616.47,616.23,614.93,612.89,610.36,607.87,605.67,603.49,601.10,598.05,593.74,589.78,586.60,584.24,582.08,580.20,578.11,575.54,572.52,570.18,568.52,567.16,565.64,564.14,563.02,562.26,561.65,560.58,559.62,559.00,558.53,557.71,556.55,555.71,555.29,555.26,555.18,554.93,554.34,553.42,552.40,551.39,550.35,549.31,548.40,548.20,548.50,549.62,552.40,558.20,564.75,570.94,576.44,581.05,584.28,586.99,589.73,592.81,595.80,598.53,600.41,601.21,601.27,600.13,598.32,595.87,592.42,588.84,586.39,584.74,583.47,582.19,580.89,579.87,579.20,578.98,579.46,582.85,588.01,593.59,599.80,606.15,611.58,615.66,618.97,623.76,629.26,634.73,639.50,644.57,650.12,657.65,667.93,677.93,684.52,689.85,694.68,698.50,701.78,705.77,709.60,711.93,713.66,716.70,720.49,724.57,728.45,729.88,729.82,728.72,726.65,725.32,726.10,727.51,728.43,729.54,730.54,731.38,732.12,732.98,734.01,735.01,735.92,736.83,738.50,739.67,740.47,741.15,741.82,740.29,736.12
780.06,775.23,770.80,769.67,772.48,777.35,782.54,785.35,785.89,785.76,785.53,785.08,784.10,782.40,779.23,773.27,764.29,758.21,753.76,749.86,745.97,744.70,744.88,745.19,744.21,742.72,741.70,740.90,740.25,740.50,740.71,740.70,740.51,740.33,739.77,739.42,739.38,739.67,740.39,741.25,742.27,743.40,744.33,744.31,742.07,738.02,733.33,729.42,730.79,735.84,742.81,749.34,751.51,750.63,747.19,741.19,736.66,734.77,735.89,740.47,745.38,749.89,753.57,756.47,759.78,765.21,768.02,768.16,768.30,770.71,771.84,771.08,768.06,762.72,756.48,751.15,747.15,743.82,740.77,737.82,734.92,732.18,729.60,726.74,723.62,720.56,718.56,717.79,717.10,715.22,710.28,704.09,698.58,692.84,685.02,673.02,663.57,656.60,651.29,646.21,642.19,637.48,632.61,629.00,626.58,623.63,620.86,618.68,616.52,614.30,612.82,612.08,611.69,611.68,611.67,611.60,611.50,611.44,611.43,611.38,611.26,611.19,611.04,610.91,610.99,611.41,611.57,610.51,608.63,606.19,603.60,601.46,599.43,597.12,593.93,590.13,586.83,584.07,581.75,579.64,577.42,574.76,571.87,569.69,567.99,566.60,565.31,563.93,562.42,561.37,560.70,560.27,559.72,558.80,557.91,557.18,556.59,555.64,554.75,554.19,554.11,554.02,553.88,553.68,553.37,552.66,551.82,550.89,549.86,548.67,547.49,547.22,547.97,550.31,555.40,562.61,569.52,575.34,579.94,582.74,584.87,587.06,589.73,592.72,595.18,596.73,597.26,597.05,595.54,592.88,589.76,586.95,583.52,581.25,579.88,579.03,578.12,577.34,577.05,577.18,577.38,579.07,583.86,590.38,597.13,604.27,611.24,617.03,621.19,624.32,629.56,634.82,639.55,644.10,649.31,656.00,665.16,676.64,685.58,690.99,695.39,699.54,703.13,707.64,710.56,711.89,712.25,712.66,715.05,718.73,722.97,726.50,728.89,729.90,729.70,728.49,726.88,727.38,728.80,730.00,731.07,731.78,732.30,732.83,733.60,734.19,734.57,734.90,735.54,737.30,738.74,739.82,740.88,742.75,742.18,740.14
781.00,775.87,771.65,771.68,775.23,780.88,786.83,788.37,788.52,788.40,788.14,787.26,785.57,783.47,780.35,774.69,764.84,757.91,752.86,748.86,745.78,746.47,747.88,748.55,747.66,746.32,745.01,743.44,741.48,740.07,739.89,739.93,739.77,739.41,739.18,739.10,739.04,738.85,738.32,737.71,737.08,736.73,737.50,737.48,735.68,732.87,730.97,731.34,735.05,740.66,746.82,751.65,752.32,750.27,746.23,740.80,737.33,736.38,737.77,741.56,746.48,750.56,753.88,756.82,760.41,766.67,770.16,770.64,770.74,772.42,772.17,769.99,766.14,760.89,754.13,748.68,745.09,741.77,738.53,735.15,732.02,729.72,728.11,726.57,725.26,724.31,723.55,723.93,723.76,722.05,717.71,711.60,705.10,698.45,690.88,680.00,670.26,662.23,655.75,650.27,646.07,641.97,637.88,633.99,629.64,625.68,622.10,618.46,613.62,609.40,606.16,604.09,603.54,603.18,603.05,603.03,603.04,603.09,603.07,603.18,603.45,603.71,603.85,604.11,604.48,604.80,604.64,603.77,602.52,601.07,599.48,597.74,595.76,593.39,590.30,587.06,584.09,581.52,579.44,577.56,575.57,573.10,570.35,568.36,566.62,565.14,563.75,562.23,560.84,559.94,559.36,558.99,558.64,558.12,557.33,556.38,555.54,554.68,553.86,553.24,553.01,552.91,552.81,552.70,552.51,552.08,551.42,550.76,550.01,548.97,547.66,546.76,547.02,549.37,554.46,561.25,567.39,572.33,576.50,579.68,581.97,584.03,586.41,588.89,591.45,593.00,593.13,592.51,591.12,588.71,585.69,582.74,579.50,577.57,576.47,575.72,574.90,574.49,574.63,575.37,576.94,579.83,585.52,592.70,599.90,607.43,614.67,620.72,625.31,629.54,634.91,639.81,644.13,648.63,654.14,660.54,669.18,680.27,688.77,693.80,697.84,701.52,704.17,707.72,709.56,709.89,709.59,709.40,712.09,716.08,720.12,722.94,724.49,725.18,725.37,725.23,724.34,724.39,725.15,726.40,728.38,729.77,730.59,731.01,731.39,731.69,731.87,732.05,732.54,733.83,735.31,737.07,739.38,742.32,743.69,744.25
782.41,777.13,773.02,773.74,777.90,783.84,789.54,790.13,790.08,790.03,789.72,788.43,786.19,783.73,780.51,774.95,764.90,757.03,751.39,747.78,746.22,748.54,751.07,752.43,752.11,751.11,749.15,746.58,743.86,742.09,741.57,741.16,740.67,740.76,741.26,741.55,741.46,740.83,739.38,737.68,735.82,734.19,733.93,733.05,731.66,730.60,731.55,735.18,739.96,745.16,750.18,753.63,752.74,749.41,744.80,740.11,737.96,737.84,739.23,742.23,747.08,750.79,753.86,756.97,760.99,767.65,771.72,772.87,773.18,773.66,771.87,768.40,763.84,758.28,751.59,746.37,743.03,739.90,736.76,733.78,731.34,729.93,729.12,728.60,728.68,729.35,729.69,730.44,730.04,727.97,723.88,718.35,711.62,704.36,696.53,686.87,677.18,668.44,660.97,654.82,650.10,646.53,643.41,639.86,634.68,630.07,625.74,620.94,614.56,608.63,603.64,600.04,598.62,597.70,597.13,596.67,596.29,596.38,596.32,596.39,596.66,596.80,596.87,596.93,597.01,597.02,596.72,596.35,596.03,595.74,595.25,594.06,592.16,589.68,586.75,584.04,581.45,579.15,577.33,575.64,573.93,571.85,569.46,567.52,565.65,564.00,562.45,560.83,559.59,558.75,558.15,557.74,557.49,557.25,556.68,555.77,554.76,553.89,553.05,552.35,551.95,551.82,551.71,551.57,551.40,551.15,550.63,550.13,549.58,548.71,547.55,546.31,546.50,549.34,554.34,559.96,564.84,568.85,572.62,576.18,578.57,580.43,582.47,584.38,586.68,588.46,589.07,588.38,587.29,585.34,582.54,579.13,576.02,574.29,573.36,572.76,572.17,572.10,572.72,574.21,576.87,580.54,586.78,594.31,601.67,609.24,616.46,622.74,628.06,633.46,638.81,643.37,647.51,652.27,657.96,663.57,671.06,681.33,689.98,694.90,698.65,701.87,703.71,705.99,706.86,706.60,706.03,705.93,708.98,712.91,716.21,718.16,718.86,719.17,719.53,720.09,720.00,719.97,720.35,721.56,723.99,725.80,726.87,727.30,727.37,727.45,727.49,727.59,728.06,729.61,731.45,734.01,737.53,741.43,744.16,746.44
783.90,778.70,774.60,775.40,780.36,786.02,789.78,790.24,790.21,790.08,789.59,788.04,785.62,783.09,779.76,774.04,764.64,755.68,749.50,747.03,747.61,750.65,753.96,756.49,757.36,756.81,753.68,749.84,747.13,746.83,745.80,743.99,742.60,744.17,745.92,746.70,746.57,745.73,744.37,742.78,741.04,739.05,736.42,733.50,732.60,733.88,736.78,740.64,744.82,748.96,752.69,755.20,752.72,748.15,743.14,739.08,738.53,739.27,740.67,743.08,747.16,750.41,753.38,756.76,761.45,768.07,772.70,774.78,775.10,773.67,770.41,766.20,761.14,754.17,748.42,743.97,740.62,738.02,735.40,734.11,733.87,733.99,733.71,733.47,733.76,734.83,736.33,736.59,735.23,732.27,727.70,723.03,717.39,710.64,702.62,693.67,684.11,675.29,667.52,660.28,654.71,651.13,648.59,645.82,641.79,636.86,631.58,626.22,620.81,614.03,607.77,602.64,598.89,596.98,595.41,593.76,592.30,592.22,592.00,591.77,591.49,590.84,590.35,589.38,588.35,588.05,588.10,588.74,589.62,590.39,590.67,590.14,588.44,585.84,583.12,580.84,578.85,577.04,575.44,573.88,572.31,570.65,568.84,566.93,565.06,563.24,561.50,559.95,558.84,557.91,557.12,556.53,556.25,556.02,555.72,555.25,554.38,553.38,552.38,551.51,550.93,550.72,550.52,550.33,550.15,549.91,549.47,548.92,548.28,547.49,546.60,545.59,546.46,550.36,554.82,558.46,561.86,565.33,568.91,572.52,574.67,576.09,577.69,579.05,580.40,582.61,585.12,585.04,584.38,582.81,580.09,576.02,572.94,571.18,570.27,569.98,570.01,570.27,571.63,574.08,576.97,580.77,587.12,594.69,601.93,609.19,616.01,622.55,628.92,635.10,640.30,644.62,648.87,654.28,659.89,664.51,670.62,679.90,689.41,694.40,697.76,700.48,701.98,703.34,703.43,702.68,702.04,702.94,706.10,709.19,711.02,712.03,712.53,712.87,713.23,713.78,714.26,714.81,715.53,716.63,718.40,719.83,720.84,721.40,721.41,721.33,721.27,721.31,722.00,725.16,728.02,731.32,735.61,740.20,742.98,745.31
784.16,779.32,775.23,776.88,781.66,786.65,789.85,790.31,790.19,789.57,788.40,786.69,784.20,781.44,778.06,772.72,763.16,754.34,748.67,747.03,748.23,751.26,755.42,759.46,761.50,761.87,758.96,755.34,752.96,751.49,748.65,746.05,745.21,747.82,750.43,751.79,751.85,750.69,749.00,747.25,745.34,742.89,739.22,736.40,736.29,738.53,741.99,745.74,749.46,752.82,755.23,755.64,751.90,746.80,741.90,738.63,739.72,741.66,743.38,744.93,747.39,750.21,753.45,757.41,762.51,768.70,773.34,775.56,774.79,772.51,768.36,763.22,757.58,751.27,746.22,742.19,739.17,737.43,736.38,736.33,737.03,738.11,738.70,738.76,738.99,739.82,741.17,741.32,739.87,736.80,732.03,727.12,722.08,716.34,709.17,700.63,691.21,682.24,674.18,666.91,660.89,656.88,654.24,651.91,648.80,643.92,638.29,632.51,626.56,618.82,611.49,605.13,599.75,597.51,595.87,593.92,591.65,590.29,589.29,588.38,587.44,586.36,585.42,584.08,582.83,582.48,582.27,582.75,583.50,584.13,584.32,584.03,582.90,581.03,578.83,576.92,575.35,574.20,573.51,572.31,570.93,569.51,568.02,566.22,564.34,562.47,560.75,559.38,558.32,557.37,556.47,555.65,555.01,554.69,554.43,554.11,553.61,552.90,551.94,550.87,549.93,549.38,549.09,548.86,548.61,548.28,547.81,547.19,546.52,545.89,545.15,545.05,546.61,550.15,553.62,556.49,559.22,562.09,565.24,568.92,571.65,573.58,575.07,576.04,576.42,577.72,580.03,581.27,580.96,578.96,575.64,571.72,569.79,568.68,568.05,568.04,568.98,570.19,572.02,574.45,577.18,581.04,587.08,594.04,600.65,607.76,614.46,621.18,628.03,634.36,639.58,643.99,648.40,653.97,659.96,664.38,669.57,677.50,686.76,691.89,694.95,697.15,698.83,699.23,698.52,697.48,697.28,699.34,702.50,705.18,706.71,707.54,707.94,708.22,708.54,709.01,709.53,710.29,711.36,712.81,714.37,715.68,716.62,717.10,717.01,717.07,717.97,719.46,721.40,724.97,727.91,730.84,734.39,738.72,741.54,744.01
